Stopword Removal,Stemming
"['si', 'xl', 'mengaku', 'doang', 'prioritas', 'udh', 'sinyal', 'jelek', 'lelet', 'bikin', 'sensi', 'ga', 'sinyal', 'kalah', 'im', 'telkomsel']",si xl aku doang prioritas udh sinyal jelek lelet bikin sensi ga sinyal kalah im telkomsel
"['paketan', 'aktif', 'ga', 'tanggal', 'kemarin', 'beli', 'sebulan', 'ga', 'sebulan']",paket aktif ga tanggal kemarin beli bulan ga bulan
"['sengaja', 'kasih', 'bintang', 'biar', 'baca', 'sinyal', 'xl', 'internet', 'nya', 'lambat', 'banget', 'gangguan', 'posisi', 'labangka', 'jelek', 'sinyal', 'nya', 'mohon', 'xl', 'perbaiki', 'kualitas', 'nya', 'biar', 'gak', 'kabur', 'konsumen', 'nya']",sengaja kasih bintang biar baca sinyal xl internet nya lambat banget ganggu posisi labangka jelek sinyal nya mohon xl baik kualitas nya biar gak kabur konsumen nya
"['login', 'gk', 'kendala', 'melulu', 'sinyal', 'seluler', 'hilang', 'tanda', 'silang', 'nya', 'udh', 'dibayar', 'pasca', 'bayar', 'nya', 'login', 'aplikasi', 'kendala', 'aplikasi', 'surat', 'bayar', 'masuk', 'aneh']",login gk kendala melulu sinyal seluler hilang tanda silang nya udh bayar pasca bayar nya login aplikasi kendala aplikasi surat bayar masuk aneh
"['xl', 'kalimantan', 'lelet', 'banget', 'yak', 'gitu', 'kemarin', 'lancar', 'lelet', 'ampun', 'banting', 'seluler']",xl kalimantan lelet banget yak gitu kemarin lancar lelet ampun banting seluler
"['xl', 'pelit', 'banget', 'kasih', 'kuota', 'unlimited', 'kartu', 'xl', 'unlimited', 'daftar', 'paket', 'kombo', 'plus', 'baca', 'wa', 'map', 'kompetensi', '&', 'edukasi', 'tolong', 'ber', 'inovasi', 'kasih', 'unlimited', 'pakai', 'contohnya', 'youtube', 'tiktok', 'instagram', 'tiktok', 'pakai', 'gini', 'gak', 'namanya', 'unlimited', 'tampang', 'namanya']",xl pelit banget kasih kuota unlimited kartu xl unlimited daftar paket kombo plus baca wa map kompetensi  edukasi tolong ber inovasi kasih unlimited pakai contoh youtube tiktok instagram tiktok pakai gin gak nama unlimited tampang nama
"['aplikasi', 'nya', 'bagus', 'bagus', 'lihat']",aplikasi nya bagus bagus lihat
"['sinyal', 'kayak', 'sampah', 'gk', 'da', 'panas', 'gk', 'da', 'hujan', 'sinyal', 'nya', 'hilang', 'suruh', 'terbaru', 'biar', 'volte', 'biar', 'biar', 'biar', 'lambat', 'iya', 'sinyal', 'sampah', 'gini', 'xl', 'gni', 'sinyal', 'ketinggalan', 'yakinlah', 'iklan', 'jago', 'penipu']",sinyal kayak sampah gk da panas gk da hujan sinyal nya hilang suruh baru biar volte biar biar biar lambat iya sinyal sampah gin xl gni sinyal tinggal yakin iklan jago tipu
"['beli', 'kuota', 'promo', 'bonus', 'myquota', 'bonusnya', 'ga', 'masuk', 'masuk', 'langsung', 'pesan', 'kasih', 'pesan', 'robot', 'alhasil', 'robot', 'tidak ada', 'mohon', 'fitur', 'langsung', 'pesan', 'lebih baik', 'orang', 'asli', 'jangan', 'pakai', 'robot', 'parah', 'tidak bisa', 'diandalkan']",beli kuota promo bonus myquota bonus ga masuk masuk langsung pesan kasih pesan robot alhasil robot tidak ada mohon fitur langsung pesan lebih baik orang asli jangan pakai robot parah tidak bisa andal
"['tolong', 'xl', 'nya', 'bagus', 'jangan', 'kayak', 'gini', 'lari', 'konsumen', 'xl', 'sinyalnya', 'jelek', 'kali', 'panjat', 'genteng', 'emang', 'hutan', 'mesti', 'panjat', 'panjat', 'genteng', 'siang', 'gk', 'masuk', 'sinyal', 'nya', 'min', 'xl']",tolong xl nya bagus jangan kayak gin lari konsumen xl sinyal jelek kali panjat genteng emang hutan mesti panjat panjat genteng siang gk masuk sinyal nya min xl
"['jaringan', 'internet', 'nya', 'nge', 'banget', 'bantuan', 'maya', 'gx', 'perubahan', 'beli', 'paket', 'akrab', 'ribu', 'loh', 'iya', 'lag', 'internet', 'nya', 'bermain', 'game', 'turun', 'koneksi', 'nya', 'tidak', 'stabil', 'peng', 'sumpah', 'muter', 'lag', 'tidak', 'stabil']",jaring internet nya nge banget bantu maya gx ubah beli paket akrab ribu loh iya lag internet nya main game turun koneksi nya tidak stabil peng sumpah muter lag tidak stabil
"['sinyal', 'nya', 'parah', 'sih', 'jelek', 'turun', 'beli', 'paketan', 'xl', 'diskon', 'doang', 'selebih', 'nya', 'pakai', 'telkomsel', 'harga', 'kualitas', 'diatas', 'xl']",sinyal nya parah sih jelek turun beli paket xl diskon doang lebih nya pakai telkomsel harga kualitas atas xl
"['kecewa', 'myxl', 'mengisi', 'paket', 'voucer', 'beli', 'voucer', 'cuman', 'masuk', 'tolong', 'jujur', 'yah', 'my', 'xl']",kecewa myxl isi paket voucer beli voucer cuman masuk tolong jujur yah my xl
"['iya', 'daerah', 'kediri', 'jawa', 'timur', 'sinyal', 'xl', 'kencang', 'wilayah', 'masjid', 'agung', 'kota', 'kediri', 'dibandingkan', 'rumah', 'kenalan', 'disebelahnya', 'radio', 'wijang', 'songko', 'kediri', 'sinyal', 'masjid', 'agung', 'tembus', 'mb', 'mb', 'rumah', 'menjangkau', 'kb', 'sulit', 'menghalangi', 'sinyal', 'semoga', 'diperbaiki', 'menyebalkan', 'sekolah', 'daring', 'salam']",iya daerah diri jawa timur sinyal xl kencang wilayah masjid agung kota diri banding rumah kenal belah radio wijang songko diri sinyal masjid agung tembus mb mb rumah jangkau kb sulit halang sinyal moga baik sebal sekolah daring salam
"['aneh', 'isi', 'ulang', 'nomor', 'voucer', 'petunjuknya', 'suruh', 'buka', 'myxl', 'barcode', 'aplikasinya', 'gak', 'barcode', 'wajar', 'kasih', 'bintang', 'aplikasi', 'nya', 'gini']",aneh isi ulang nomor voucer tunjuk suruh buka myxl barcode aplikasi gak barcode wajar kasih bintang aplikasi nya gin
"['xl', 'gak', 'menonaktifkan', 'paket', 'xtra', 'kombo', 'beli', 'paket', 'xtra', 'kombo', 'plus', 'dianggap', 'non', 'aktif', 'menonaktifkan', 'paket', 'xtra', 'kombo', 'plus', 'sistemnya', 'abal', 'abal', 'copot', 'gini', 'lebih baik', 'pindah', 'by']",xl gak nonaktif paket xtra kombo beli paket xtra kombo plus anggap non aktif nonaktif paket xtra kombo plus sistem abal abal copot gin lebih baik pindah by
"['xl', 'transaksi', 'beli', 'kuota', 'lelet', 'gagal', 'aktivasi', 'pulsa', 'berkurang', 'tidak', 'membeli', 'paket', 'kuota', 'menambah', 'pulsa', 'tolong', 'diperbaiki']",xl transaksi beli kuota lelet gagal aktivasi pulsa kurang tidak beli paket kuota tambah pulsa tolong baik
"['tolong', 'xl', 'harga', 'kuota', 'mahal', 'banget', 'mahal', 'jaringan', 'tidak', 'stabil', 'tolong', 'permurah', 'harga', 'kuota', 'sekian']",tolong xl harga kuota mahal banget mahal jaring tidak stabil tolong murah harga kuota sekian
"['sinyal', 'turun', 'hujan', 'hujan', 'milih', 'lokasi', 'jaringannya', 'kota', 'loh', 'pilih', 'lokasi', 'sinyal', 'nya']",sinyal turun hujan hujan milih lokasi jaring kota loh pilih lokasi sinyal nya
"['tolong', 'kerjanya', 'daring', 'paket', 'paketnya', 'gampang', 'habis', 'tolong', 'keluarin', 'paket', 'paket', 'penghabisan', 'gak', 'beli', 'paket', 'kouta', 'habis', 'tolong', 'ppkm', 'mencari', 'uang', 'susah', 'keluarin', 'uang', 'beli', 'paket', 'habis']",tolong kerja daring paket paket gampang habis tolong keluarin paket paket habis gak beli paket kouta habis tolong ppkm cari uang susah keluarin uang beli paket habis
"['kasih', 'saran', 'peket', 'berbeda', 'tolong', 'pilihan', 'paket', 'mesti', 'tolong', 'pengaturan', 'paket']",kasih saran peket beda tolong pilih paket mesti tolong atur paket
"['kecewa', 'banget', 'xl', 'sumpah', 'pemberitahuan', 'paket', 'habis', 'gak', 'jadwal', 'pengumuman', 'gak', 'paket', 'hangus', 'konsumen', 'xl', 'pakai', 'xl', 'bikin', 'kecewa']",kecewa banget xl sumpah pemberitahuan paket habis gak jadwal umum gak paket hangus konsumen xl pakai xl bikin kecewa
"['sinyal', 'gak', 'stabil', 'males', 'pakai', 'kartu', 'xl', 'dikomplain', 'ujung', 'nya', 'disuruh', 'mati', 'seluler', 'sinyal', 'ok', 'jam', 'tidak', 'lancar', 'tidak', 'stabil', 'bosan', 'pakai', 'kartu', 'xl', 'sinyalnya', 'gitu', 'sinyal', 'nya', 'buka', 'aplikasi', 'my', 'xl', 'gak', 'kuat', 'parah', 'gak', 'tu', 'xl', 'xl', 'area', 'boyolali']",sinyal gak stabil males pakai kartu xl komplain ujung nya suruh mati seluler sinyal ok jam tidak lancar tidak stabil bosan pakai kartu xl sinyal gitu sinyal nya buka aplikasi my xl gak kuat parah gak tu xl xl area boyolali
"['fitur', 'langsung', 'pesan', 'ga', 'mutu', 'mesin', 'maya', 'tambahan', 'cek', 'mohon', 'bersabar', 'iya', '&', 'mohon', 'menunggu', 'sebentar', 'maya', 'cek', 'solusi', 'bikin', 'drop', 'pki', 'xl']",fitur langsung pesan ga mutu mesin maya tambah cek mohon sabar iya  mohon tunggu sebentar maya cek solusi bikin drop pki xl
"['lumayan', 'saran', 'konsumen', 'interface', 'dipermudah', 'paket', 'murah', 'bintang', 'puas', 'aplikasi']",lumayan saran konsumen interface mudah paket murah bintang puas aplikasi
"['bukan', 'nya', 'bagus', 'pakai', 'aplikasi', 'beli', 'pulsa', 'pilih', 'paket', 'sms', 'pembelian', 'paket', 'tidak', 'berhasil', 'pulsa', 'habis', 'paket', 'data', 'tk', 'woi', 'xl', 'sya', 'beli', 'pulsa', 'penjahat kelamin', 'uang', 'bukan', 'pakai', 'daun']",bukan nya bagus pakai aplikasi beli pulsa pilih paket sms beli paket tidak hasil pulsa habis paket data tk woi xl sya beli pulsa jahat kelamin uang bukan pakai daun
"['ga', 'masuk', 'my', 'xl', 'langsung', 'ditendang', 'ga', 'cek', 'pulsa', 'ga', 'beli', 'paket', 'my', 'xl']",ga masuk my xl langsung tendang ga cek pulsa ga beli paket my xl
"['sisa', 'kuota', 'tinggal', 'isi', 'disitu', 'terisi', 'cek', 'tolong', 'perbaiki', 'terima', 'kasih']",sisa kuota tinggal isi situ isi cek tolong baik terima kasih
"['hai', 'pembuat', 'aplikasi', 'my', 'xl', 'jangan', 'korupsi', 'paket', 'data', 'orang', 'beli', 'paket', 'data', 'didalamnya', 'sisanya', 'terbaru', 'aplikasi', 'main', 'toko', 'disaat', 'peringatan', 'terbaru', 'lelet', 'deh', 'pakai', 'aplikasi', 'gini', 'konsumen', 'my', 'xl', 'terusan', 'buang', 'uangnya', 'pembuat', 'aplikasi', 'my', 'xl', 'kaya', 'pekerjaan', 'jujur', 'adil', 'terima kasih']",hai buat aplikasi my xl jangan korupsi paket data orang beli paket data dalam sisa baru aplikasi main toko saat ingat baru lelet deh pakai aplikasi gin konsumen my xl terus buang uang buat aplikasi my xl kaya kerja jujur adil terima kasih
"['lumayan', 'dibanding', 'aplikasi', 'operator', 'sebelah', 'bagus', '&', 'menarik', 'my', 'xl', 'yah', 'gitu']",lumayan banding aplikasi operator belah bagus  tarik my xl yah gitu
"['xl', 'terbaik', 'harga', 'paket', '&', 'isi', 'paketnya', 'jaringan', 'stabil', 'jangan', 'berubah', 'iya', 'xl', 'tetep', 'merakyat', 'dikantong', 'kuli', 'serabutan']",xl baik harga paket  isi paket jaring stabil jangan ubah iya xl tetep rakyat kantong kuli serabutan
"['saran', 'jangan', 'beli', 'kartu', 'xl', 'susah', 'banget', 'sinyalnya', 'bikin', 'emosi', 'jaringannya', 'suka', 'hilang', 'whatsapp', 'instagram', 'facebook', 'nge', 'lelet']",saran jangan beli kartu xl susah banget sinyal bikin emosi jaring suka hilang whatsapp instagram facebook nge lelet
"['alhamdulilah', 'bagus', 'sinyalnya', 'mengunduh', 'aplikasi', 'my', 'xl', 'dlm', 'seluler', 'nomor', 'berbeda', 'menghubungi', 'kakak', 'maya', 'tidak', 'terhubung', 'mendaftarkannya']",alhamdulilah bagus sinyal unduh aplikasi my xl dlm seluler nomor beda hubung kakak maya tidak hubung daftar
"['bagus', 'cuman', 'aplikasinya', 'kayak', 'lambat', 'menunggu', 'kuota', 'paketnya', 'boros', 'cuman', 'wa', 'ig', 'youtube', 'kali', 'minggu']",bagus cuman aplikasi kayak lambat tunggu kuota paket boros cuman wa ig youtube kali minggu
"['kasih', 'bintang', 'memperbaiki', 'layanan', 'sinyalnya', 'konsumen', 'nya', 'layanan', 'sinyalnya', 'diperbaiki', 'tidak', 'lelet', 'semangat', 'xl']",kasih bintang baik layan sinyal konsumen nya layan sinyal baik tidak lelet semangat xl
"['terlepas', 'aplikasi', 'nya', 'jaringan', 'provider', 'berkembang', 'gak', 'kualitas', 'jaringan', 'nya', 'malu', 'boss', 'klaim', 'bertolak', 'kenyataan']",lepas aplikasi nya jaring provider kembang gak kualitas jaring nya malu boss klaim tolak nyata
"['akses', 'internet', 'pagi', 'jam', 'cepat', 'siang', 'jam', 'sd', 'jam', 'sore', 'kadang', 'macet', 'an', 'anak', 'daring', 'kuliah', 'bingung', 'sinyal', 'kuota']",akses internet pagi jam cepat siang jam sd jam sore kadang macet an anak daring kuliah bingung sinyal kuota
"['pengguna', 'xl', 'th', 'sistem', 'area', 'rantau', 'enak', 'paket', 'murah', 'bonus', 'area', 'tidak', 'merantau', 'dikampung', 'harga', 'paket', 'mahal', 'bonus', 'area', 'dikit', 'mohon', 'maaf', 'ganti', 'provider']",guna xl th sistem area rantau enak paket murah bonus area tidak rantau kampung harga paket mahal bonus area dikit mohon maaf ganti provider
"['niat', 'provider', 'ga', 'sih', 'sinyal', 'lambat', 'jangan', 'bicara', 'dateng', 'lokasi', 'gitu', 'sih', 'pelayanan', 'nya', 'tolong', 'xl', 'ga', 'separah', 'dibawah', 'nya', 'parah']",niat provider ga sih sinyal lambat jangan bicara dateng lokasi gitu sih layan nya tolong xl ga parah bawah nya parah
"['gampang', 'pakai', 'xl', 'jaringannya', 'puas', 'bintang', 'deh', 'mantap', 'lh', 'bonus', 'nya', 'tolong', 'wilayah', 'kecamatan', 'mantap', 'pis', 'kabupaten', 'ser', 'gai', 'perluas', 'jaringan', 'nya']",gampang pakai xl jaring puas bintang deh mantap lh bonus nya tolong wilayah camat mantap pis kabupaten ser gai luas jaring nya
"['beli', 'paket', 'data', 'ekstra', 'kombo', 'vip', 'sisa', 'kuota', 'giga', 'paket', 'data', 'paket', 'tidak', 'terakumulasi', 'lapor', 'cs', 'kejelasan', 'harga', 'paket', 'ekstra', 'kombo', 'vip', 'giga', 'tidak', 'tolong', 'laporan', 'proses', 'kecewa', 'konsumen', 'xl', 'harga', 'paket', 'datanya', 'tidak', 'murah']",beli paket data ekstra kombo vip sisa kuota giga paket data paket tidak akumulasi lapor cs jelas harga paket ekstra kombo vip giga tidak tolong lapor proses kecewa konsumen xl harga paket data tidak murah
"['xl', 'tuh', 'enak', 'dn', 'nyaman', 'pribadi', 'yng', 'bikin', 'kecewa', 'memindai', 'voucer', 'tidak', 'mengambil', 'bonus', 'rupiah', 'kali', 'langsung', 'pesan', 'tidak', 'perubahan', 'kalinya', 'beli', 'tidak']",xl tuh enak dn nyaman pribadi yng bikin kecewa pindai voucer tidak ambil bonus rupiah kali langsung pesan tidak ubah kali beli tidak
"['woii', 'buka', 'aplikasi', 'my', 'xl', 'bolak', 'seminggu', 'tidak bisa', 'dibuka', 'terbaru', 'copot', 'pasang', 'copot', 'pasang']",woii buka aplikasi my xl bolak minggu tidak bisa buka baru copot pasang copot pasang
"['maaf', 'login', 'aplikasi', 'my', 'xl', 'tidak', 'coba', 'berkali', 'kali', 'tidak', 'tolong', 'diperbaiki']",maaf login aplikasi my xl tidak coba kali kali tidak tolong baik
"['konsumen', 'xl', 'gara', 'gratisan', 'sms', '&', 'pindah', 'operator', 'xl', 'mahal', 'konsumen', 'xl', 'gara', 'beli', 'voucer', 'bebas', 'akses', 'youtube', 'ig', 'dan lain lain', 'mantab', 'pokok', 'nya', 'xl', 'semoga', 'kedepannya', 'dihati', 'semoga', 'kebaca']",konsumen xl gara gratis sms  pindah operator xl mahal konsumen xl gara beli voucer bebas akses youtube ig dan lain lain mantab pokok nya xl moga depan hati moga baca
"['aplikasi', 'kadang', 'suka', 'bikin', 'kesel', 'jaringan', 'tidak', 'stabil', 'tetep', 'andalan', 'manapun', 'cek', 'kuota', 'beli', 'kuota', 'kadang', '*', 'promo', 'murah']",aplikasi kadang suka bikin kesel jaring tidak stabil tetep andal mana cek kuota beli kuota kadang  promo murah
"['kapok', 'deh', 'beli', 'kuota', 'xl', 'beli', 'kuota', 'sebulan', 'gak', 'dipakai', 'koneksinya', 'jelek', 'nge', 'ping', 'google', 'rto', 'lebih baik', 'setia', 'deh', 'si', 'merah', 'biar', 'mahal', 'koneksi', 'stabil']",kapok deh beli kuota xl beli kuota bulan gak pakai koneksi jelek nge ping google rto lebih baik setia deh si merah biar mahal koneksi stabil
"['jangan', 'pakai', 'xl', 'sinyal', 'babi', 'najis', 'jaringan', 'nya', 'lebih baik', 'indosat', 'lancar', 'jaya', 'kecewa', 'sumpah', 'sinyal', 'buruk', 'udh', 'jaman', 'jaman', 'jadul']",jangan pakai xl sinyal babi najis jaring nya lebih baik indosat lancar jaya kecewa sumpah sinyal buruk udh jaman jaman jadul
"['xl', 'parah', 'banget', 'lihat', 'sms', 'pesan', 'kuota', 'diperpanjang', 'tanggal', 'januari', 'pulsa', 'sedot', 'beli', 'kuota', 'gak', 'beli', 'kuota', 'msa', 'berlakunya', 'februari', 'isi', 'kuota', 'transaksi', 'gk', 'sejarah', 'aplikasi', 'gk', 'hapus', 'sejarah', 'cek', 'kontrol', 'pulsa', 'aktifin', 'biar', 'gak', 'sedot', 'pulsa', 'kuota', 'sedot', 'enaknya', 'balikin', 'pulsa', 'gk', 'butuh', 'perpanjangan', 'kuota', 'gk', 'beli', 'dimaling']",xl parah banget lihat sms pesan kuota panjang tanggal januari pulsa sedot beli kuota gak beli kuota msa laku februari isi kuota transaksi gk sejarah aplikasi gk hapus sejarah cek kontrol pulsa aktifin biar gak sedot pulsa kuota sedot enak balikin pulsa gk butuh panjang kuota gk beli maling
"['nya', 'ku', 'patahkan', 'kartu', 'xl', 'nya', 'lambat', 'nya', 'gk', 'tolongan', 'asik', 'putar', 'perbaiki', 'tolong', 'jaringan', 'internet', 'nya', 'jangan', 'lelet', 'gini', 'daerah', 'mariendal', 'deliserdang', 'sumatera', 'utara']",nya ku patah kartu xl nya lambat nya gk tolong asik putar baik tolong jaring internet nya jangan lelet gin daerah mariendal serdang sumatera utara
"['xl', 'bagus', 'terkadang', 'sinyal', 'jaringan', 'joss', 'harap', 'kedepannya', 'xl', 'maju', 'iya', 'terima', 'kasih']",xl bagus terkadang sinyal jaring joss harap depan xl maju iya terima kasih
"['diskonan', 'paketan', 'aktifkan', 'gak', 'hasilnya', 'xl']",diskon paket aktif gak hasil xl
"['kemarin', 'beli', 'paket', 'data', 'masuk', 'cuman', 'gak', 'terima', 'belinya', 'masuknya', 'doang', 'konter', 'beli', 'data', 'gangguan', 'laporkan', 'kakak', 'konternya', 'xl', 'kuota', 'bertambah', 'loh', 'sumpah', 'kecewa', 'bertahun', 'pakai', 'xl', 'kali', 'kecewa', 'pokoknya', 'tidak', 'kuota', 'sesuai', 'beli']",kemarin beli paket data masuk cuman gak terima beli masuk doang konter beli data ganggu lapor kakak konter xl kuota tambah loh sumpah kecewa tahun pakai xl kali kecewa pokok tidak kuota sesuai beli
"['kuota', 'lengkap', 'murah', 'sayang', 'kecepatan', 'internet', 'wilayah', 'suka', 'lambat', 'tolong', 'diperbaiki', 'kualitas', 'sinyal', 'nya', 'iya', 'kak']",kuota lengkap murah sayang cepat internet wilayah suka lambat tolong baik kualitas sinyal nya iya kak
"['sinyal', 'buruk', 'tidak', 'main', 'game', 'kecewa', 'memakai', 'kartu', 'xl', 'kali', 'kecewa', 'tolong', 'perbaiki']",sinyal buruk tidak main game kecewa pakai kartu xl kali kecewa tolong baik
"['pemberitahuan', 'sinyal', 'ojek online', 'akun', 'gara', 'gara', 'sinyal', 'tolong', 'diperbaikin', 'sistemnya', 'bukan', 'nya', 'buruk', 'xl']",pemberitahuan sinyal ojek online akun gara gara sinyal tolong diperbaikin sistem bukan nya buruk xl
"['axis', 'lelet', 'semoga', 'xl', '&', 'axis', 'jaringannya', 'kuat', 'pengguna', 'xl', '&', 'axis', 'semangat', 'semoga', 'xl', '&', 'axis', 'kuat', 'jaringannya', 'aamiin']",axis lelet moga xl  axis jaring kuat guna xl  axis semangat moga xl  axis kuat jaring aamiin
"['xl', 'gila', 'sumpah', 'ditulis', 'promo', 'kuota', 'cuman', 'bikin', 'promosi', 'tuh', 'boros', 'ga', 'pakai', 'xl']",xl gila sumpah tulis promo kuota cuman bikin promosi tuh boros ga pakai xl
"['xl', 'tidak', 'bagus', 'jaringannya', 'beli', 'kuota', 'aplikasi', 'xl', 'jelek', 'kawan', 'kawan', 'beralih', 'jaringan', 'indosat', 'telkomsel', 'jaringan', 'xl']",xl tidak bagus jaring beli kuota aplikasi xl jelek kawan kawan alih jaring indosat telkomsel jaring xl
"['isi', 'paket', 'jaringannya', 'rusak', 'banget', 'ga', 'dipake', 'apapun', 'sosial', 'media', 'aplikasi', 'xl', 'nya', 'ga', 'kebuka', 'jaringan', 'burik', 'sesal', 'beli', 'kartu', 'xl']",isi paket jaring rusak banget ga dipake apa sosial media aplikasi xl nya ga buka jaring burik sesal beli kartu xl
"['payah', 'dahlah', 'pindah', 'provider', 'sinyal', 'lemah', 'harga', 'mahal', 'kode', 'verifikasi', 'login', 'nya', 'menit', 'masuk', 'menit', 'kode', 'hangus', 'gimana', 'payah']",payah dah pindah provider sinyal lemah harga mahal kode verifikasi login nya menit masuk menit kode hangus gimana payah
"['bug', 'error', 'aplikasi', 'gk', 'mempermudah', 'mempersulit', 'saran', 'sih', 'lebih baik', 'cek', 'isi', 'ulangnya', 'situs', 'aplikasi', 'gk', 'situs']",bug error aplikasi gk mudah sulit saran sih lebih baik cek isi ulang situs aplikasi gk situs
"['min', 'ko', 'gangguannya', 'minggu', 'iya', 'gak', 'becus', 'kerja', 'bakar', 'tuh', 'perusahaan', 'xl', 'gak', 'kuota', 'mahal', 'jaringan', 'lelet', 'manapun', 'bodoh', 'dasar']",min ko ganggu minggu iya gak becus kerja bakar tuh usaha xl gak kuota mahal jaring lelet mana bodoh dasar
"['sumpah', 'jaringan', 'xl', 'parah', 'kerja', 'rumah', 'kirim', 'bukti', 'gagal', 'lambat berfikir', 'banget', 'sumpah', 'maki', 'maki', 'pimpinan', 'tolong', 'donk', 'perbaiki', 'butuh', 'jaringan', 'stabil', 'pekerjaan', 'membutuhkan', 'stabil']",sumpah jaring xl parah kerja rumah kirim bukti gagal lambat berfikir banget sumpah maki maki pimpin tolong donk baik butuh jaring stabil kerja butuh stabil
